Employee_ID,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1060,Swati Nair,swati.nair@yahoo.com,+91-7332787339,Other,55.0,MARKETING,BI Developer,Hyderabad,08-31-2018,17,1317827,GOOD,N
1223,Ananya Mishra,ananya.mishra@hotmail.com,+91-8158113763,male,39.0,hr,HR Executive,MUMBAI,"November 08, 2018",0,1731415,good,N
1304,Sneha Singh,sneha.singh@outlook.com,+91-7971202883,FEMALE,56.0,IT,Data Analyst,Bombay,,26,396349,EXCELLENT,1
1195,Vikram Reddy,vikram.reddy@company.in,+91-6031968743,FEMALE,48.0,Human Resources,Sql Developer,Bangalore,,11,90238 INR,5,yes
1159,Sneha Rao,sneha.rao@company.in,+91-7914402567,m,26.0,hr,data analyst,Bangalore,,two,,High Performer,No
1499,Kiran Gupta,kiran.gupta@outlook.com,,f,40.0,Operations,Data Engineer,Bombay,2019-09-29,6,631315,Excellent,Y
1736,Neha Pillai,neha.pillai@outlook.com,+91-7060170258,M,51.0,Operations,SENIOR ANALYST,Mumbai,2018/10/03,7,301417,High Performer,FALSE
1678,Ananya Gupta,ananya.gupta@outlook.com,+91-9909719636,Other,39.0,Sales,,hyderabad,09/06/2021,24,1197160,Average,FALSE
1570,Arjun Gupta,arjun.gupta@outlook.com,+91-8108651239,,53.0,Sales,BI Developer,,2020-03-10,0,1744081,GOOD,Yes
1339,Aakash Nair,aakash.nair@outlook.com,+91-8474471345,female,23.0,hr,Finance Analyst,Hyderabad,01/08/2018,N/A,1663142,N/A,0
1749,Divya Verma,divya.verma@outlook.com,,Female,56.0,Marketing,data analyst,Hyderabad,"December 29, 2018",30,874660,average,yes
1714,Divya Verma,divya.verma@company.in,+91-9783840727,f,,Operations,BI Developer,Chennai,23/12/2021,N/A,77242 INR,Not Rated,Yes
1434,,employee974@company.in,+91-7489416646,Female,40.0,sales,Data Analyst,Hyderabad,2018/07/09,10,1079812,good,FALSE
1293,Divya Kumar,,+91-9056504578,Male,50.0,Marketing,HR Executive,MUMBAI,"February 09, 2023",16,1660865,excellent,No
1466,Suresh Reddy,suresh.reddy@gmail.com,+91-7679720332,Male,36.0,Information Technology,BI Developer,Chennai,2020-12-28,29,1131188,Not Rated,No
1179,Suresh Gupta,suresh.gupta@outlook.com,+91-9478858061,f,22.0,Operations,SENIOR ANALYST,Delhi,2018-05-03,12,1766834,5,N
1221,Suresh Gupta,suresh.gupta@yahoo.com,+91-7782638028,Male,43.0,hr,Sql Developer,hyderabad,2022-04-07,27,1200162,Good,yes
1041,Swati Reddy,swati.reddy@outlook.com,+91-9865318619,Male,53.0,OPERATIONS,HR Executive,hyderabad,,12,1775761,Poor,no
1272,  Ravi Iyer  ,,+91-7855754938,M,51.0,Information Technology,BI Developer,chennai,2021-04-20,9,57973 INR,Average,1
1400,MEERA SHARMA,meera.sharma@yahoo.com,+91-9911998354,Male,24.0,finance,data analyst,Bangalore,,9,578291,2,Yes
1003,Neha Pillai,neha.pillai@outlook.com,+91-9000129290,M,31.0,HR,Data Engineer,,02-18-2021,27,1389353,N/A,yes
1389,Ravi Sharma,ravi.sharma@outlook.com,+91-7690290029,FEMALE,200.0,MARKETING,Manager,Hyderabad,06/02/2019,6,319476,Not Rated,no
1169,  Sneha Pillai  ,,+91-6187537466,MALE,200.0,Information Technology,SQL Developer,hyderabad,2018/12/21,14,,Excellent,TRUE
1061,Rahul Nair,rahul.nair@company.in,+91-9738939076,Unknown,38.0,OPERATIONS,HR Executive,Mumbai,2020-06-28,13,552903,good,yes
1001,Ravi Reddy,ravi.reddy@hotmail.com,+91-9790548435,f,22.0,Operations,SENIOR ANALYST,Bengaluru,"March 22, 2023",9,1185656,5,No
1411,Aakash Nair,aakash.nair@yahoo.com,+91-7253656226,male,37.0,MARKETING,HR Executive,bangalore,07-02-2020,23,1301810,4,
1176,Rahul Joshi,rahul.joshi@company.in,+91-6286662713,Female,50.0,sales,SENIOR ANALYST,Bangalore,2022-01-11,13,50,Good,0
1219,Pooja Joshi,pooja.joshi@gmail.com,+91-9102724688,Male,24.0,Finance,Data Engineer,Delhi,"June 12, 2022",13,43425 INR,excellent,
1493,Aakash Patel,aakash.patelgmail.com,+91-9902993431,F,28.0,finance,Data Engineer,Bombay,10-13-2022,18,78177 INR,Poor,yes
1498,Pooja Joshi,pooja.joshi@company.in,+91-9272167208,female,35.0,sales,BI Developer,Chennai,2021-07-31,4,587580,GOOD,No
1417,Ananya Patel,ananya.patel@hotmail.com,+91-7583692176,,41.0,Human Resources,SENIOR ANALYST,Bangalore,06-05-2018,15,579227,Excellent,N
1171,Meera Pillai,meera.pillai@gmail.com,XXXXXXXXXX,female,32.0,HR,Senior Analyst,Mumbai,04/02/2022,16,1720059,3,1
1243,meera reddy,meera.reddy@company.in,+91-7085624355,MALE,24.0,hr,,,02-27-2023,2,1412556,Excellent,No
1215,Swati Sharma,swati.sharma@company.in,+91-6191706583,Unknown,57.0,OPERATIONS,HR Executive,Chennai,20-Apr-2018,18,1579932,Good,1
1772,Suresh Joshi,suresh.joshi@hotmail.com,+91-6314372240,F,38.0,Sales,Data Engineer,Pune,"December 18, 2020",2,1222955,3,0
1161,Rahul Sharma,rahul.sharma@gmail.com,+91-8901774665,Female,41.0,Sales,Sql Developer,Delhi,,,746809,Poor,FALSE
1096,swati kumar,swati.kumar@.com,+91-7637050695,M,25.0,hr,SENIOR ANALYST,Delhi,02-Dec-2019,8,617454,GOOD,Yes
1200,Vikram Patel,vikram.patel@outlook.com,+91-7715160103,MALE,35.0,HR,Finance Analyst,Hyderabad,2020/05/30,17,1592005,Good,
